GlyCosmos Lectin Number,Lectin Name,Short name,UniProt ID,PDB IDs,LfDB ID,Monosaccharide Specificity,Organism,Taxonomy ID,MCAW IDs
GL_003636,"D-ribose pyranase","",B7HW89,"","","",Bacillus cereus AH187,405534,""
GL_003549,"ATP-dependent 6-phosphofructokinase","",A0AJ20,"","","",Listeria welshimeri serovar 6b str. SLCC5334,386043,""
GL_003383,"ATP-dependent 6-phosphofructokinase","",A6U2G5,"","","",Staphylococcus aureus subsp. aureus JH1,359787,""
GL_001875,"Uncharacterized glycosyl hydrolase MT2062","",P9WN14,"","","",Mycobacterium tuberculosis CDC1551,83331,""
GL_004981,"PKHD-type hydroxylase A9601_13531","",A2BS76,"","","",Prochlorococcus marinus str. AS9601,146891,""
GL_003449,"ATP-dependent 6-phosphofructokinase","",P43863,"","","",Haemophilus influenzae Rd KW20,71421,""
GL_000823,"NKG2-D type II integral membrane protein","",P26718,"1HYR|1KCG|1MPU|4PDC|4S0U|8TM0|8TM2","","",Homo sapiens,9606,""
GL_000533,"GM1b/asialo-GM1 oligosaccharide-binding R-type lectin","",A0A646QV53,"6LF1|6LF2","","",Mytilisepta virgata,2547956,""
GL_005009,"PKHD-type hydroxylase RPA3479","",Q6N461,"","","",Rhodopseudomonas palustris CGA009,258594,""
GL_000293,"Calreticulin-2","",Q38858,"","","",Arabidopsis thaliana,3702,""
GL_003558,"Glucose-6-phosphate isomerase","",Q11MA0,"","","",Chelativorans sp. BNC1,266779,""
GL_001713,"Mannan endo-1,4-beta-mannosidase","",G2Q4H7,"","","",Thermothelomyces thermophilus ATCC 42464,573729,""
GL_001731,"Nigerose phosphorylase","",A9KT32,"","","",Lachnoclostridium phytofermentans ISDg,357809,""
GL_002467,"Solute carrier family 2, facilitated glucose transporter member 8","",Q9NY64,"","","",Homo sapiens,9606,""
GL_001097,"Seed lectin alpha chain","",P86352,"3IPV|4M3C","","",Spatholobus parviflorus,132465,""
GL_002950,"AA9 family lytic polysaccharide monooxygenase G","",G2QZK6,"","","",Thermothielavioides terrestris NRRL 8126,578455,""
GL_001996,"C-type lectin PAL","",Q9PSN0,"","","",Bitis arietans,8692,""
GL_002717,"4-alpha-glucanotransferase DPE2","",Q69Q02,"","","",Oryza sativa Japonica Group,39947,""
GL_002303,"Concanavalin-A","ConA",P02866,"1APN|1BXH|1C57|1CES|1CJP|1CN1|1CON|1CVN|1DQ0|1DQ1|1DQ2|1DQ4|1DQ5|1DQ6|1ENQ|1ENR|1ENS|1GIC|1GKB|1HQW|1I3H|1JBC|1JN2|1JOJ|1JUI|1JW6|1JYC|1JYI|1NLS|1NXD|1ONA|1QGL|1QNY|1SCR|1SCS|1TEI|1VAL|1VAM|1XQN|2CNA|2CTV|2ENR|2UU8|2YZ4|3CNA|3D4K|3ENR|3NWK|4P9W|4P9X|4P9Y|4PF5|5CNA|5O6N|5WEY|5Z5L|5Z5N|5Z5P|5Z5Y|5ZAC|6AHG|6H2M|6XT6|7MG1|7MG2|7MG3|7MG4|7MG5|7MG6|7MG7|7MG8|7MG9|7MGA|7MGB|7MGC|7MGD|8I7Q|8WMG|8WMK|9B34","LfDB0170","Glc|Man",Canavalia ensiformis,3823,"5342"
GL_001091,"Secretory phospholipase A2 receptor","",Q5R880,"","","",Pongo abelii,9601,""
GL_004878,"Solabiose phosphorylase","",A0A089LI24,"","","",Paenibacillus borealis,160799,""
GL_004772,"Autoinducer 2-binding periplasmic protein LuxP","",Q8D5Z5,"","","",Vibrio vulnificus CMCP6,216895,""
GL_000350,"Discoidin-1 subunit B/C","",P02887,"","","",Dictyostelium discoideum,44689,""
GL_005119,"PKHD-type hydroxylase Neut_0373","",Q0AJ18,"","","",Nitrosomonas eutropha C91,335283,""
GL_004537,"Sucrose nonfermenting 4-like protein","",Q944A6,"","","",Arabidopsis thaliana,3702,""
GL_004222,"ATP-dependent 6-phosphofructokinase","",Q92BE4,"","","",Listeria innocua Clip11262,272626,""
GL_000726,"Lectin subunit alpha","",P05047,"","","",Sarcophaga peregrina,7386,""
GL_001659,"Hydroxyproline O-galactosyltransferase GALT5","",Q8RX55,"","","",Arabidopsis thaliana,3702,""
GL_004947,"PKHD-type hydroxylase PsycPRwf_1523","",A5WFM3,"","","",Psychrobacter sp. PRwf-1,349106,""
GL_002254,"Lectin","",Q8WZC9,"1X99|1XI0","","",Xerocomellus chrysenteron,1354920,""
GL_002490,"Glucokinase","",Q02PZ9,"","","",Pseudomonas aeruginosa UCBPP-PA14,208963,""
GL_002711,"Hexokinase-2","",A2PYL7,"","","",Equus zebra,9791,""
GL_000143,"C-type lectin domain family 12 member A","",Q5QGZ9,"8JAH|8W8T|8W9J","","",Homo sapiens,9606,""
GL_001768,"Probable rhamnogalacturonate lyase A","",Q0CVU1,"","","",Aspergillus terreus NIH2624,341663,""
GL_002326,"Cation-independent mannose-6-phosphate receptor","",P08169,"1Q25|1SYO|1SZ0|2KVA|2KVB|6UM1|6UM2","","",Bos taurus,9913,""
GL_002849,"Starch-binding domain-containing protein 1","",Q5FVN1,"","","",Rattus norvegicus,10116,""
GL_002497,"Glucokinase","",B2K906,"","","",Yersinia pseudotuberculosis PB1/+,502801,""
GL_000909,"Polypeptide N-acetylgalactosaminyltransferase 18","",Q8K1B9,"","","",Mus musculus,10090,""
GL_003257,"Acrosin","",P10323,"","","",Homo sapiens,9606,""
GL_002015,"Galectin-1","",Q06100,"","","",Coprinopsis cinerea,5346,""
GL_002159,"Uncharacterized protein","",F2UID9,"7QE3|7QE4|7R55","","",Salpingoeca rosetta,946362,""
GL_002396,"Genome polyprotein","",Q68T42,"4WM7|4WM8|5BNN|5BNO|5BNP|6HLN|6HMV|7GNV|7GNW|7GNX|7GNY|7GNZ|7GO0|7GO1|7GO2|7GO3|7GO4|7GO5|7GO6|7GO7|7GO8|7GO9|7GOA|7GOB|7GOC|7GOD|7GOE|7GOF|7GOG|7GOH|7GOI|7GOJ|7GOK|7GOL|7GOM|7GON|7GOO|7GOP|7GOQ|7GOR|7GOS|7GOT|7GOU|7GOV|7GOW|7GOX|7GOY|7GOZ|7GP0|7GP1|7GP2|7GP3|7GP4|7GP5|7GP6|7GP7|7GP8|7GP9|7GPA|7GPC|7GPD|7GPE|7GPF|7GPG|7GPH|7GPI|7GPJ|7GPK|7GPL|7GPM|7GPN|7GPO|7GPP|7GPQ|7GPR|7GPS|7GPT|7GPU|7GPV|7GPW|7GPX|7GPY|7GPZ|7GQ0|7GQ1|7GQ2|7GQ3|7GQ4|7GQ5|7GQ6|7GQ7|7GQ8|7GQ9|7GQA|7GQB|7GQC|7GQD|7GQE|7GQF|7GQG|7GQH|7GQI|7GQJ|7GQK|7GQL|7GQM|7GQN|7GQO|7GQP|7GQQ|7GQR|7JRE|8CNX","","",enterovirus D68,42789,""
GL_000453,"G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5","",Q8RWZ5,"","","",Arabidopsis thaliana,3702,""
GL_005299,"Hyaluronate lyase HylB","",Q837L8,"","","",Enterococcus faecalis V583,226185,""
GL_000041,"Agglutinin beta-4 chain (Fragment)","",Q9S8T0,"4AK4|4AKB|4AKC","","",Artocarpus integer,3490,""
GL_002987,"Endo-1,4-beta-xylanase 6","",Q8NJ73,"","","",Pyricularia grisea,148305,""
GL_004663,"N-acetylmuramic acid 6-phosphate etherase","",Q1J3J3,"","","",Deinococcus geothermalis DSM 11300,319795,""
GL_002306,"K88 fimbrial protein AB","",P02970,"4WE2","","",Escherichia coli,562,""
GL_005276,"Prolyl 3-hydroxylase OGFOD1","",Q6DE73,"","","",Xenopus laevis,8355,""
GL_000046,"Agglutinin-1 (Fragments)","",P83672,"","","",Pomacea flagellata,249358,""
GL_004031,"Glucose-6-phosphate isomerase, cytosolic B","",P42863,"","","",Oryza sativa Japonica Group,39947,""
GL_003224,"Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog 2","",Q10003,"","","",Caenorhabditis elegans,6239,""
GL_000276,"Calreticulin","",O81919,"","","",Beta vulgaris,161934,""
GL_003926,"Glucose-6-phosphate isomerase","",Q8EZG6,"","","",Leptospira interrogans serovar Lai str. 56601,189518,""
GL_000200,"C-type lectin domain family 9 member A","",Q8BRU4,"3J82","","",Mus musculus,10090,""
GL_002287,"Antifungal protein ginkbilobin-2","",A4ZDL6,"3A2E|4XRE","","",Ginkgo biloba,3311,""
GL_002217,"VP1 protein","",Q54AD6,"3R6J|3R6K","","",Norwalk-like virus,95340,""
GL_003324,"D-ribose pyranase","",Q9X054,"","","",Thermotoga maritima MSB8,243274,""
GL_004069,"Glucose-6-phosphate isomerase","",B7LAX0,"","","",Escherichia coli 55989,585055,""
GL_000834,"Ovocleidin-17","",Q9PRS8,"1GZ2","","",Gallus gallus,9031,""
GL_003275,"L-fucose mutarotase","",B7NVV2,"","","",Escherichia coli IAI39,585057,""
GL_003404,"Glucose-6-phosphate isomerase","",Q57H06,"","","",Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,321314,""
GL_002935,"AA9 family lytic polysaccharide monooxygenase A","",A1C4H2,"","","",Aspergillus clavatus NRRL 1,344612,""
GL_002678,"Hexokinase-1","",Q9SEK2,"","","",Nicotiana tabacum,4097,""
GL_001627,"Glucoamylase 1","",O74254,"","","",Candida albicans SC5314,237561,""
GL_004858,"Multiple sugar-binding periplasmic receptor ChvE","",P54082,"","","",Agrobacterium tumefaciens,358,""
GL_002943,"4-O-methyl-glucuronoyl methylesterase","",G0RV93,"3PIC","","",Trichoderma reesei QM6a,431241,""
GL_005074,"Prolyl 3-hydroxylase 1","",Q3V1T4,"","","",Mus musculus,10090,""
GL_004169,"Glucose-6-phosphate isomerase","",A3QBW1,"","","",Shewanella loihica PV-4,323850,""
GL_003545,"ATP-dependent 6-phosphofructokinase, muscle type","",P00511,"3O8L|3O8N","","",Oryctolagus cuniculus,9986,""
GL_001238,"Alpha-mannosidase 2x","",P49641,"","","",Homo sapiens,9606,""
GL_004955,"1-aminocyclopropane-1-carboxylate oxidase 1","",Q04644,"","","",Cucumis melo,3656,""
GL_001192,"6-phosphogluconate dehydrogenase, decarboxylating","",P85968,"","","",Rattus norvegicus,10116,""
GL_000505,"Galectin-6","",O54891,"","","",Mus musculus,10090,""
GL_003740,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase","",Q9KH71,"","","",Dictyoglomus thermophilum,14,""
GL_001603,"Glucans biosynthesis protein G","",C6DKV3,"","","",Pectobacterium carotovorum subsp. carotovorum PC1,561230,""
GL_001972,"Insecticidal N-acetylglucosamine-specific lectin (Fragment)","GS-II|GSL-II",Q41263,"","LfDB0176","GlcNAc",Griffonia simplicifolia,3850,""
GL_000872,"Phospholipase A2 inhibitor subunit B","",P21756,"","","",Protobothrops flavoviridis,88087,""
GL_005001,"Prolyl hydroxylase EGLN2","",Q6AYU4,"","","",Rattus norvegicus,10116,""
GL_001382,"CD209 antigen","DC-SIGN|LSECtin CRD Fc",Q9NNX6,"1K9I|1SL4|1SL5|2B6B|2IT5|2IT6|2XR5|2XR6|6GHV|7NL6|7NL7","LfDB0019|LfDB0277","Man",Homo sapiens,9606,""
GL_000649,"L-type lectin-domain containing receptor kinase IX.2","",Q9LSL5,"","","",Arabidopsis thaliana,3702,""
GL_001348,"Beta-galactosidase 2","",Q2XQU3,"","","",Enterobacter cloacae,550,""
GL_002130,"Outer capsid protein VP4","",B6RGK2,"4YFW|4YFZ|4YG0","","",Human rotavirus A,10941,""
GL_003979,"Glucose-6-phosphate isomerase","",A1JRV9,"","","",Yersinia enterocolitica subsp. enterocolitica 8081,393305,""
GL_004954,"PKHD-type hydroxylase Sde_2812","",Q21GW0,"","","",Saccharophagus degradans 2-40,203122,""
GL_003337,"Fucose mutarotase","",Q8R2K1,"2WCU","","",Mus musculus,10090,""
GL_004275,"D-ribose pyranase","",A3N2W7,"","","",Actinobacillus pleuropneumoniae serovar 5b str. L20,416269,""
GL_003739,"D-ribose pyranase","",A9BJQ0,"","","",Petrotoga mobilis SJ95,403833,""
GL_001969,"Lectin","WFA",A0A218PFP3,"","LfDB0188","Glc|Man",Wisteria floribunda,3922,""
GL_001753,"Probable alpha/beta-glucosidase agdC","",Q0CMA7,"","","",Aspergillus terreus NIH2624,341663,""
GL_003375,"ATP-dependent 6-phosphofructokinase","",B2V7W7,"","","",Sulfurihydrogenibium sp. YO3AOP1,436114,""
GL_004029,"Glucose-6-phosphate isomerase","",A9I734,"","","",Bordetella petrii DSM 12804,340100,""
GL_002332,"Outer capsid protein VP4","",P0C6Y8,"2I2S|3SIS|3SIT|3TAY","","",Porcine rotavirus (serotype 3 / strain CRW-8),31578,""
GL_002570,"Glucokinase","",Q83K86,"","","",Shigella flexneri,623,""
GL_005175,"Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3","",O60568,"6FXK|6FXM|6FXR|6FXT|6FXX|6FXY|6TE3|6TEC|6TES|6TEU|6TEX|6TEZ|6WFV|8ONE","","",Homo sapiens,9606,""
GL_003100,"Collectin-11","",Q2LK94,"","","",Gallus gallus,9031,""
GL_001364,"Beta-glucuronidase","",P05804,"3K46|3K4A|3K4D|3LPF|3LPG|4JHZ|5CZK|6LEG|6LEJ|6LEL|6LEM|7PR6","","",Escherichia coli K-12,83333,""
GL_005207,"Prolyl 4-hydroxylase subunit alpha-1","",P13674,"1TJC|2V5F|2YQ8|4BT8|4BT9|4BTA|4BTB","","",Homo sapiens,9606,""
GL_003886,"Glucose-6-phosphate isomerase","",B0V6J2,"","","",Acinetobacter baumannii AYE,509173,""
GL_000206,"C-type lectin domain-containing protein 180","",Q19970,"","","",Caenorhabditis elegans,6239,""
GL_004705,"N-acetylmuramic acid 6-phosphate etherase 2","",Q88SB0,"","","",Lactiplantibacillus plantarum WCFS1,220668,""
GL_001620,"Glucans biosynthesis protein G","",Q9HUA5,"","","",Pseudomonas aeruginosa PAO1,208964,""
GL_001006,"Protein OS-9 homolog","",Q9UTC8,"","","",Schizosaccharomyces pombe 972h-,284812,""
GL_001326,"Beta-galactosidase","",Q47077,"","","",Enterobacter cloacae,550,""
GL_005265,"1-aminocyclopropane-1-carboxylate oxidase","",Q09052,"","","",Brassica juncea,3707,""
GL_004802,"N-acetylmuramic acid 6-phosphate etherase","",Q5N1U7,"","","",Synechococcus elongatus PCC 6301,269084,""
GL_001181,"1,2-alpha-glucosylglycerol phosphorylase","",D6XZ22,"4KTP|4KTR","","",[Bacillus] selenitireducens MLS10,439292,""
GL_003430,"D-ribose pyranase","",A7ZTV9,"","","",Escherichia coli O139:H28 str. E24377A,331111,""
GL_003958,"Glucose-6-phosphate isomerase","",B5FGI2,"","","",Aliivibrio fischeri MJ11,388396,""
GL_002776,"Wall-associated receptor kinase 1","",Q39191,"","","",Arabidopsis thaliana,3702,""
GL_004286,"Glucose-6-phosphate isomerase","",Q7MH97,"","","",Vibrio vulnificus YJ016,196600,""
GL_003865,"Glucose-6-phosphate isomerase","",Q59000,"","","",Methanocaldococcus jannaschii DSM 2661,243232,""
GL_001067,"Receptor-like serine/threonine-protein kinase SD1-8","",O81905,"","","",Arabidopsis thaliana,3702,""
GL_000230,"C-type lectin LmsL","",Q9PSM4,"","","",Lachesis stenophrys,88085,""
GL_001107,"Serum amyloid P-component (Fragment)","",P86693,"","","",Salmo salar,8030,""
GL_001129,"Snaclec jerdonuxin subunit alpha","",E2DQZ6,"","","",Protobothrops jerdonii,242841,""
GL_002389,"Staphylococcal superantigen-like 3","",Q2G0X7,"5D3D|5D3I|5I4D","","",Staphylococcus aureus subsp. aureus NCTC 8325,93061,""
GL_002168,"","",,"","","",,,""
GL_001722,"Neuronal cell adhesion molecule","",P35331,"","","",Gallus gallus,9031,""
GL_001310,"Beta-galactosidase","",A9R0J8,"","","",Yersinia pestis Angola,349746,""
GL_000279,"Calreticulin","",Q9SP22,"","","",Zea mays,4577,""
GL_004623,"Basigin","",P18572,"7Y1B|7Y1Q","","",Mus musculus,10090,""
GL_000434,"G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290","",O81832,"","","",Arabidopsis thaliana,3702,""
GL_001146,"Tetranectin-like protein","",P26258,"","","",Carcharhinus perezii,303935,""
GL_004468,"Glucose-6-phosphate isomerase","",A7MSY9,"","","",Vibrio campbellii ATCC BAA-1116,2902295,""
GL_004340,"ATP-dependent 6-phosphofructokinase (Fragment)","",Q27543,"","","",Calanus finmarchicus,6837,""
GL_000410,"Fucose-specific lectin","",Q8NJT4,"","","",Aspergillus fumigatus,746128,""
GL_001888,"Uncharacterized secreted glycosidase ARB_07629","",D4ATR3,"","","",Trichophyton benhamiae CBS 112371,663331,""
GL_004208,"Glucose-6-phosphate isomerase","",B0T2Y6,"","","",Caulobacter sp. K31,366602,""
GL_003163,"Protein phosphatase 1 regulatory subunit 3G","",B7ZBB8,"","","",Homo sapiens,9606,""
GL_001519,"Glucans biosynthesis protein D","",B1XDD6,"","","",Escherichia coli str. K-12 substr. DH10B,316385,""
GL_001338,"Beta-galactosidase 12","",Q0IZZ8,"","","",Oryza sativa Japonica Group,39947,""
GL_004088,"D-ribose pyranase","",Q02XM8,"","","",Lactococcus cremoris subsp. cremoris SK11,272622,""
GL_001476,"Exoglucanase XynX","",P38535,"","","",Acetivibrio thermocellus,1515,""
GL_002388,"Neuronal pentraxin-1","",Q15818,"6YPE","","",Homo sapiens,9606,""
GL_000017,"Adhesion G protein-coupled receptor L1","",O94910,"","","",Homo sapiens,9606,""
GL_004388,"ATP-dependent 6-phosphofructokinase isozyme 1","",Q31U74,"","","",Shigella boydii Sb227,300268,""
GL_001180,"Zymogen granule membrane protein 16","",Q8K0C5,"","","",Mus musculus,10090,""
GL_004780,"Autoinducer 2-binding protein LsrB","",Q1CN18,"","","",Yersinia pestis Nepal516,377628,""
GL_003814,"D-ribose pyranase","",Q66GH4,"","","",Yersinia pseudotuberculosis IP 32953,273123,""
GL_003505,"Glucose-6-phosphate isomerase","",B7MJ15,"","","",Escherichia coli S88,585035,""
GL_005135,"Prolyl 4-hydroxylase subunit alpha-2","",Q20065,"","","",Caenorhabditis elegans,6239,""
GL_004326,"Glucose-6-phosphate isomerase","",Q2YPF3,"","","",Brucella abortus 2308,359391,""
GL_002514,"Mannose/glucose-specific lectin","",C0HM44,"","","",Parkia nitida,1186175,""
GL_005210,"Leucoanthocyanidin dioxygenase 2","",Q67VR7,"","","",Oryza sativa Japonica Group,39947,""
GL_004615,"L-type lectin-like domain-containing protein C126.08c","",O94401,"","","",Schizosaccharomyces pombe 972h-,284812,""
GL_002874,"Beta-mannanase/endoglucanase A","",P22533,"","","",Caldicellulosiruptor saccharolyticus,44001,""
GL_003180,"Cyclomaltodextrin glucanotransferase","",O30565,"","","",Brevibacillus brevis,1393,""
GL_001992,"C-type lectin domain family 18 member B","",Q6UXF7,"","","",Homo sapiens,9606,""
GL_005197,"Uncharacterized PKHD-type hydroxylase sll0191","",P22039,"","","",Synechocystis sp. PCC 6803 substr. Kazusa,1111708,""
GL_004875,"N-acetylmuramic acid 6-phosphate etherase","",A9BFQ1,"","","",Petrotoga mobilis SJ95,403833,""
GL_005204,"L-isoleucine-4-hydroxylase","",E2GIN1,"6LNH","","",Bacillus thuringiensis,1428,""
GL_001105,"Serum amyloid P-component","",Q3T004,"","","",Bos taurus,9913,""
GL_001587,"Glucans biosynthesis protein G","",B5RBF0,"","","",Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,550538,""
GL_003270,"L-fucose mutarotase","",B7LXM0,"","","",Escherichia coli IAI1,585034,""
GL_001465,"Endoplasmic reticulum membrane protein complex subunit 7","",Q9NPA0,"1B0G|1LP9|2J8U|2JCC|2UWE|6WW7|6Z3W|7ADO|8EOI|8J0N|8J0O|8S9S|9C7V","","",Homo sapiens,9606,""
GL_001296,"Beta-galactosidase","",B1JI86,"","","",Yersinia pseudotuberculosis YPIII,502800,""
GL_001287,"Beta-galactosidase","",P00723,"3OB8|3OBA","","",Kluyveromyces lactis NRRL Y-1140,284590,""
GL_005096,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","",Q9R0B9,"","","",Mus musculus,10090,""
GL_004397,"ATP-dependent 6-phosphofructokinase","",Q48T86,"","","",Streptococcus pyogenes MGAS6180,319701,""
GL_002548,"Hexokinase-1","",Q9SEK3,"","","",Spinacia oleracea,3562,""
GL_000433,"G-type lectin S-receptor-like serine/threonine-protein kinase At4g11900","",Q9T058,"","","",Arabidopsis thaliana,3702,""
GL_001193,"ABC transporter periplasmic-binding protein YphF","",P77269,"","","",Escherichia coli K-12,83333,""
GL_003319,"L-fucose mutarotase","",B3H2T2,"","","",Actinobacillus pleuropneumoniae serovar 7 str. AP76,537457,""
GL_001609,"Glucans biosynthesis protein G","",Q1I3R5,"","","",Pseudomonas entomophila L48,384676,""
GL_000488,"Galectin-2","",A8NSH3,"","","",Coprinopsis cinerea okayama7#130,240176,""
GL_000387,"Ficolin-1","",Q9WTS8,"","","",Rattus norvegicus,10116,""
GL_001630,"Glucokinase regulatory protein","",Q07071,"4LC9","","",Rattus norvegicus,10116,""
GL_001012,"Pulmonary surfactant-associated protein A","",Q9TUC5,"","","",Macaca mulatta,9544,""
GL_003184,"Starch-binding protein SusD","",Q8A1G2,"3CK7|3CK8|3CK9|3CKB|3CKC","","",Bacteroides thetaiotaomicron VPI-5482,226186,""
GL_002661,"Glucokinase","",Q9PEG4,"","","",Xylella fastidiosa 9a5c,160492,""
GL_001355,"Beta-galactosidase 8","",Q9SCV4,"","","",Arabidopsis thaliana,3702,""
GL_004963,"Probable prolyl 4-hydroxylase 9","",Q8VZJ7,"","","",Arabidopsis thaliana,3702,""
GL_000196,"C-type lectin domain family 6 member A","",D3ZWT9,"","","",Rattus norvegicus,10116,""
GL_004485,"Glucose-6-phosphate isomerase","",A9KFK2,"","","",Coxiella burnetii Dugway 5J108-111,434922,""
GL_003918,"Glucose-6-phosphate isomerase, cytosolic A","",P42862,"","","",Oryza sativa Japonica Group,39947,""
GL_002517,"Bifunctional protein glk","",Q143F8,"","","",Paraburkholderia xenovorans LB400,266265,""
GL_001840,"Sucrase-isomaltase, intestinal","",P14410,"3LPO|3LPP","","",Homo sapiens,9606,""
GL_000431,"G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130","",O64477,"","","",Arabidopsis thaliana,3702,""
GL_001197,"Aldose 1-epimerase","",P0A9C4,"","","",Shigella flexneri,623,""
GL_004160,"D-ribose pyranase","",Q9RDH8,"","","",Streptomyces coelicolor A3(2),100226,""
GL_002506,"Putative glucokinase-2","",Q04409,"","","",Saccharomyces cerevisiae S288C,559292,""
GL_002907,"Exoglucanase 1","",Q9P8P3,"2Y9N|2YOK","","",Trichoderma harzianum,5544,""
GL_004804,"N-acetylmuramic acid 6-phosphate etherase","",C5DAG6,"","","",Geobacillus sp. WCH70,471223,""
GL_004400,"Glucose-6-phosphate isomerase","",C4XST3,"","","",Solidesulfovibrio magneticus RS-1,573370,""
GL_002385,"Outer capsid protein VP4","",Q01641,"5CAZ|5CB7","","",Rotavirus A K8/G1,39012,""
GL_002107,"Fiber-1","",A0MK70,"4XL8|6G47","","",human adenovirus 52,332179,""
GL_004077,"Glucose-6-phosphate isomerase","",Q3JRE2,"","","",Burkholderia pseudomallei 1710b,320372,""
GL_004651,"Autoinducer 2-binding protein LsrB","",Q66EZ2,"","","",Yersinia pseudotuberculosis IP 32953,273123,""
GL_004519,"Glucose-6-phosphate isomerase","",Q664W9,"","","",Yersinia pseudotuberculosis IP 32953,273123,""
GL_004484,"Glucose-6-phosphate isomerase","",Q3JCN1,"","","",Nitrosococcus oceani ATCC 19707,323261,""
GL_001026,"Putative alpha-amylase inhibitor (Fragment)","",P81870,"","","",Phaseolus vulgaris,3885,""
GL_004624,"Bis(monoacylglycero)phosphate synthase CLN5","",Q3UMW8,"","","",Mus musculus,10090,""
GL_004056,"Glucose-6-phosphate isomerase 2","",Q483D3,"","","",Colwellia psychrerythraea 34H,167879,""
GL_001536,"Glucans biosynthesis protein D","",Q3Z1F4,"","","",Shigella sonnei Ss046,300269,""
GL_005218,"PKHD-type hydroxylase Daci_1172","",A9BUB4,"","","",Delftia acidovorans SPH-1,398578,""
GL_001299,"Beta-galactosidase","",A1SWB8,"","","",Psychromonas ingrahamii 37,357804,""
GL_002647,"Solute carrier family 2, facilitated glucose transporter member 3","",P58352,"","","",Bos taurus,9913,""
GL_003475,"Glucose-6-phosphate isomerase","",A5UCG6,"","","",Haemophilus influenzae PittEE,374930,""
GL_000225,"C-type lectin lectoxin-Lio2","",A7X3Z7,"","","",Erythrolamprus poecilogyrus,338838,""
GL_004960,"PKHD-type hydroxylase YbiX","",Q1REC1,"","","",Escherichia coli UTI89,364106,""
